experience_level,employment_type,remote_ratio,company_size,job_category,inflation_adj_salary,employee_residence_top,company_location_top
Senior,Full-time,0,Medium,Data Engineer,163468,United States,United States
Senior,Full-time,0,Medium,Data Architect,112689,United States,United States
Senior,Full-time,100,Large,Data Scientist,106434,United States,United States
Senior,Full-time,100,Small,ML Engineer,75197,Other,Other
Senior,Full-time,100,Large,Data Scientist,95277,Spain,Spain
Mid/Intermediate level,Full-time,0,Medium,Data Scientist,56645,United Kingdom,United Kingdom
Senior,Full-time,0,Large,Data Scientist,135077,United States,United States
Mid/Intermediate level,Full-time,0,Medium,Data Scientist,176746,United States,United States
Senior,Full-time,0,Medium,Data Architect,163468,United States,United States
Mid/Intermediate level,Full-time,100,Large,ML Engineer,107186,Other,Other
Senior,Full-time,100,Medium,Data Architect,271868,United States,United States
Senior,Full-time,100,Medium,Data Analyst,130612,United States,United States
Senior,Full-time,0,Medium,Data Analyst,192814,United States,United States
Senior,Full-time,0,Medium,Data Engineer,260299,United States,United States
Senior,Full-time,100,Medium,Data Scientist,203611,United States,United States
Executive level,Full-time,0,Medium,Data Scientist,321357,United States,United States
Senior,Full-time,0,Medium,AI/ML Researcher,289221,United States,United States
Senior,Full-time,0,Medium,Data Scientist,321614,United States,United States
Mid/Intermediate level,Full-time,100,Medium,Data Analyst,161964,United States,United States
Mid/Intermediate level,Full-time,100,Medium,Data Scientist,97179,Other,Brazil
Senior,Full-time,100,Medium,Data Management,109904,United States,United States
Senior,Full-time,100,Medium,Data Engineer,231377,Other,Other
Senior,Full-time,100,Medium,Data Analyst,176746,United States,United States
Senior,Full-time,100,Medium,Data Analyst,124187,United States,United States
Senior,Full-time,100,Medium,ML Engineer,83367,France,France
Senior,Full-time,0,Medium,Data Scientist,241018,United States,United States
Executive level,Full-time,100,Medium,Data Engineer,221736,United States,United States
Mid/Intermediate level,Full-time,100,Large,Data Scientist,193802,United States,United States
Senior,Full-time,100,Medium,Data Scientist,139012,United States,United States
Senior,Full-time,0,Medium,Data Engineer,101013,United States,United States
Mid/Intermediate level,Full-time,100,Medium,ML Engineer,208239,United States,United States
Mid/Intermediate level,Full-time,0,Large,Data Analyst,90844,United States,United States
Senior,Full-time,0,Medium,Data Engineer,128543,United States,United States
Senior,Full-time,100,Medium,ML Engineer,192814,United States,United States
Mid/Intermediate level,Full-time,0,Medium,Data Scientist,67435,United Kingdom,United Kingdom
Executive level,Full-time,100,Small,ML Engineer,208239,United States,United States
Senior,Full-time,100,Medium,Data Engineer,219808,United States,United States
Senior,Full-time,100,Medium,Data Scientist,118366,United States,United States
Senior,Full-time,100,Medium,Data Engineer,219808,United States,United States
Senior,Full-time,100,Medium,Data Engineer,174068,United States,United States
Executive level,Full-time,100,Large,DS/AI Executive,186576,Other,Other
Senior,Full-time,0,Medium,Data Scientist,244231,United States,United States
Senior,Full-time,100,Medium,Data Scientist,212867,United States,United States
Senior,Full-time,100,Large,Data Scientist,103534,Spain,United Kingdom
Senior,Full-time,0,Medium,Data Scientist,171390,United States,United States
Senior,Full-time,100,Medium,Data Engineer,102941,United States,United States
Entry level,Full-time,100,Medium,Data Engineer,99300,United States,United States
Executive level,Full-time,0,Medium,DS/AI Executive,210738,United States,United States
Senior,Full-time,100,Medium,Data Architect,104929,Canada,Canada
Senior,Full-time,0,Large,DS/AI Executive,153865,Other,Other
Senior,Full-time,50,Large,Data Analyst,77502,Germany,Germany
Senior,Full-time,100,Medium,Data Analyst,122931,United States,United States
Senior,Full-time,100,Medium,Data Scientist,189729,United States,United States
Mid/Intermediate level,Full-time,0,Medium,Data Scientist,115688,United States,United States
Entry level,Full-time,100,Small,AI Engineer,173533,Australia,Australia
Mid/Intermediate level,Full-time,50,Medium,Data Scientist,28922,Other,Other
Senior,Full-time,0,Medium,Data Scientist,157572,United States,United States
Senior,Full-time,0,Medium,ML Engineer,182102,United States,United States
Senior,Full-time,100,Medium,Data Engineer,156180,United States,United States
Senior,Full-time,50,Large,DS/AI Executive,67789,France,France
Mid/Intermediate level,Full-time,0,Medium,ML Engineer,187458,United States,United States
Executive level,Full-time,100,Medium,Data Engineer,236733,United States,United States
Senior,Full-time,100,Medium,Data Analyst,55661,United States,United States
Senior,Full-time,0,Medium,Data Scientist,160735,United States,United States
Mid/Intermediate level,Full-time,0,Medium,ML Engineer,246373,United States,United States
Senior,Full-time,0,Medium,Data Analyst,138827,United States,United States
Entry level,Full-time,100,Large,Data Engineer,19703,India,India
Senior,Full-time,100,Medium,Data Architect,242946,United States,United States
Mid/Intermediate level,Full-time,100,Medium,Data Engineer,65503,Spain,Spain
Senior,Full-time,0,Medium,ML Engineer,160678,United States,United States
Mid/Intermediate level,Full-time,50,Large,AI Engineer,42874,Spain,Spain
Senior,Full-time,100,Large,DS/AI Executive,162080,United States,United States
Mid/Intermediate level,Full-time,0,Medium,Data Scientist,121384,United Kingdom,United Kingdom
Entry level,Full-time,50,Large,Data Analyst,51028,Australia,Australia
Senior,Full-time,100,Large,BI Analyst,115688,United States,United States
Entry level,Full-time,50,Medium,Data Scientist,28348,Other,Other
Senior,Full-time,100,Medium,Data Engineer,252801,United States,United States
Senior,Full-time,100,Medium,Data Scientist,169973,United States,United States
Senior,Full-time,100,Medium,Data Engineer,184888,United States,United States
Mid/Intermediate level,Full-time,0,Medium,Data Engineer,86668,United Kingdom,United Kingdom
Senior,Full-time,100,Medium,Data Scientist,166591,United States,United States
Senior,Full-time,0,Medium,Data Engineer,96407,United States,United States
Mid/Intermediate level,Full-time,50,Large,ML Engineer,24616,India,India
Senior,Full-time,100,Medium,DS/AI Executive,148628,United States,United States
Senior,Full-time,0,Medium,Data Engineer,85695,United States,United States
Entry level,Full-time,0,Medium,Data Engineer,123294,United States,United States
Mid/Intermediate level,Full-time,0,Medium,Data Engineer,300790,United States,United States
Senior,Full-time,0,Medium,Data Analyst,195513,United States,United States
Executive level,Full-time,0,Large,DS/AI Executive,122630,Other,Other
Senior,Full-time,100,Small,Data Analyst,231377,United Kingdom,United Kingdom
Mid/Intermediate level,Full-time,0,Medium,Data Scientist,150395,United States,United States
Senior,Full-time,0,Medium,Data Engineer,210483,United States,United States
Senior,Full-time,100,Medium,Data Engineer,224435,United States,United States
Mid/Intermediate level,Full-time,0,Medium,Data Scientist,112475,United States,United States
Senior,Full-time,100,Medium,Data Analyst,109796,United States,United States
Mid/Intermediate level,Full-time,0,Medium,Data Analyst,60692,United Kingdom,United Kingdom
Mid/Intermediate level,Full-time,0,Medium,ML Engineer,220580,United States,United States
Senior,Full-time,0,Medium,Data Scientist,127257,United States,United States
Mid/Intermediate level,Full-time,100,Medium,BI Analyst,20887,India,India
Mid/Intermediate level,Full-time,0,Medium,DS/AI Executive,144611,United States,United States
Senior,Full-time,0,Medium,Data Architect,121044,United States,United States
Senior,Full-time,100,Medium,Data Engineer,87302,United States,United States
Senior,Full-time,0,Medium,Data Analyst,77340,United States,United States
Mid/Intermediate level,Full-time,100,Medium,Data Analyst,75197,United States,United States
Senior,Full-time,0,Medium,Data Scientist,235662,United States,United States
Senior,Full-time,100,Medium,Data Analyst,115688,United States,United States
Mid/Intermediate level,Full-time,0,Medium,Data Engineer,27766,United States,United States
Mid/Intermediate level,Full-time,100,Medium,Data Scientist,66694,Other,Germany
Senior,Full-time,0,Medium,Data Analyst,91587,United States,United States
Senior,Full-time,100,Large,Data Scientist,199858,United States,United States
Senior,Full-time,0,Medium,Data Engineer,208239,United States,United States
Entry level,Full-time,100,Medium,AI Engineer,84788,United States,United States
Mid/Intermediate level,Full-time,0,Medium,ML Engineer,190886,United States,United States
Senior,Full-time,100,Medium,Data Scientist,226749,United States,United States
Mid/Intermediate level,Contractor,100,Large,ML Engineer,327040,United States,United States
Executive level,Full-time,50,Large,DS/AI Executive,225279,Canada,Canada
Senior,Full-time,100,Medium,Data Scientist,156180,United States,United States
Executive level,Full-time,100,Medium,Data Scientist,183945,United States,United States
Senior,Full-time,0,Medium,DS/AI Executive,202455,United States,United States
Senior,Full-time,100,Medium,Data Engineer,28922,United States,United States
Senior,Full-time,100,Medium,Data Engineer,266083,United States,United States
Senior,Full-time,100,Medium,ML Engineer,135580,France,France
Senior,Full-time,0,Medium,ML Engineer,137669,United States,United States
Mid/Intermediate level,Full-time,50,Medium,Data Scientist,76066,France,France
Senior,Full-time,0,Medium,ML Engineer,164509,United States,United States
Senior,Full-time,100,Medium,Data Scientist,231377,United States,United States
Senior,Full-time,100,Medium,ML Engineer,189729,United States,United States
Mid/Intermediate level,Full-time,100,Large,Data Analyst,104192,United States,United States
Senior,Full-time,50,Large,ML Engineer,114816,Germany,Germany
Senior,Full-time,0,Medium,Data Scientist,219808,United States,United States
Senior,Full-time,100,Medium,Data Scientist,96407,United States,United States
Mid/Intermediate level,Full-time,0,Large,Data Scientist,72208,Other,Other
Senior,Full-time,0,Large,ML Engineer,280116,United States,United States
Mid/Intermediate level,Full-time,100,Medium,Data Engineer,128543,United States,United States
Senior,Full-time,0,Medium,Data Scientist,150672,United States,United States
Mid/Intermediate level,Full-time,0,Medium,ML Engineer,137226,United Kingdom,United Kingdom
Mid/Intermediate level,Full-time,0,Medium,Data Engineer,164963,United States,United States
Mid/Intermediate level,Part-time,50,Large,Data Engineer,61626,Germany,Germany
Mid/Intermediate level,Full-time,0,Medium,BI Analyst,120128,United States,United States
Executive level,Full-time,0,Medium,Data Scientist,277170,United States,United States
Entry level,Full-time,0,Medium,Data Engineer,69627,United States,United States
Senior,Full-time,0,Medium,AI/ML Researcher,160678,United States,United States
Executive level,Full-time,0,Medium,DS/AI Executive,336460,United States,United States
Mid/Intermediate level,Full-time,100,Large,Data Scientist,26608,India,India
Senior,Full-time,100,Medium,ML Engineer,308502,United States,United States
Senior,Full-time,0,Medium,Data Scientist,80982,United States,United States
Senior,Full-time,100,Medium,Data Analyst,63628,United States,United States
Senior,Full-time,100,Medium,Data Engineer,160518,United States,United States
Senior,Full-time,0,Medium,Data Scientist,168905,United States,United States
Senior,Full-time,0,Medium,Data Analyst,113568,United States,United States
Mid/Intermediate level,Full-time,50,Large,Data Scientist,157464,United States,United States
Senior,Full-time,0,Medium,Data Scientist,143792,United States,United States
Executive level,Full-time,0,Medium,DS/AI Executive,202570,United States,United States
Senior,Full-time,0,Medium,Data Engineer,239143,United States,United States
Senior,Full-time,0,Medium,Data Analyst,57166,Spain,Spain
Senior,Full-time,0,Medium,Data Engineer,217610,United States,United States
Mid/Intermediate level,Full-time,0,Medium,ML Engineer,173533,United States,United States
Senior,Full-time,100,Large,AI Engineer,59547,Other,Canada
Senior,Full-time,100,Medium,Data Scientist,167534,United States,United States
Mid/Intermediate level,Full-time,100,Medium,ML Engineer,107640,Other,Other
Mid/Intermediate level,Full-time,0,Medium,Data Engineer,130004,United Kingdom,United Kingdom
Senior,Full-time,100,Medium,ML Engineer,247573,United States,United States
Senior,Full-time,0,Large,Data Scientist,237509,United States,United States
Mid/Intermediate level,Full-time,100,Medium,Data Engineer,196671,United States,United States
Mid/Intermediate level,Full-time,0,Medium,Data Analyst,107897,United Kingdom,United Kingdom
Entry level,Full-time,100,Medium,Data Analyst,80339,United States,United States
Entry level,Full-time,100,Large,Data Analyst,107119,Other,Other
Mid/Intermediate level,Full-time,100,Medium,Data Engineer,34017,Other,Other
Senior,Full-time,0,Medium,Data Analyst,163228,United States,United States
Senior,Full-time,0,Medium,Data Scientist,42874,Spain,Spain
Senior,Full-time,100,Medium,Data Engineer,289221,United States,United States
Senior,Full-time,100,Medium,Data Analyst,92550,United States,United States
Senior,Full-time,100,Medium,Data Engineer,141718,United States,United States
Senior,Full-time,0,Medium,Data Scientist,123658,United States,United States
Senior,Full-time,100,Medium,Data Scientist,157336,United States,United States
Senior,Full-time,0,Large,Data Scientist,131649,United States,United States
Executive level,Full-time,0,Medium,Data Engineer,208346,United States,United States
Senior,Full-time,100,Medium,Data Scientist,43962,United States,United States
Senior,Full-time,100,Medium,Data Engineer,164535,United States,United States
Mid/Intermediate level,Full-time,100,Large,ML Engineer,129918,United States,United States
Senior,Full-time,100,Medium,Data Scientist,178160,United States,United States
Senior,Full-time,100,Medium,Data Analyst,222700,United States,United States
Mid/Intermediate level,Full-time,0,Medium,Data Engineer,92550,United States,United States
Executive level,Full-time,0,Large,DS/AI Executive,302814,United States,United States
Senior,Full-time,0,Medium,ML Engineer,199215,United States,United States
Mid/Intermediate level,Full-time,100,Medium,Data Engineer,173533,United States,United States
Senior,Full-time,100,Medium,Data Architect,172421,United States,United States
Senior,Full-time,0,Medium,Data Scientist,130004,United Kingdom,United Kingdom
Mid/Intermediate level,Full-time,50,Large,Data Engineer,91123,Australia,Australia
Mid/Intermediate level,Full-time,100,Medium,Data Scientist,173533,United States,United States
Entry level,Full-time,100,Medium,Data Scientist,20745,Other,Other
Senior,Full-time,0,Medium,ML Engineer,295648,United States,United States
Entry level,Full-time,100,Medium,Data Scientist,194356,United States,United States
Senior,Full-time,0,Medium,Data Analyst,159071,United States,United States
Senior,Full-time,0,Medium,Data Engineer,69627,United States,United States
Senior,Full-time,0,Small,DS/AI Executive,203492,Other,Other
Senior,Full-time,0,Medium,Data Scientist,265762,United States,United States
Mid/Intermediate level,Full-time,0,Medium,Data Analyst,86766,Canada,Canada
Senior,Full-time,100,Medium,Data Scientist,315309,United States,United States
Senior,Full-time,0,Medium,BI Analyst,211024,United States,United States
Senior,Full-time,0,Medium,Data Scientist,184352,United States,United States
Senior,Full-time,100,Medium,Data Architect,117831,United States,United States
Senior,Full-time,0,Medium,Data Scientist,229989,United States,United States
Executive level,Full-time,0,Medium,DS/AI Executive,102958,Other,Other
Senior,Full-time,0,Medium,Data Engineer,143359,United States,United States
Senior,Full-time,100,Medium,Data Engineer,80339,United States,United States
Senior,Full-time,0,Medium,Data Engineer,199858,United States,United States
Senior,Full-time,0,Medium,Data Analyst,56237,United States,United States
Senior,Full-time,0,Medium,ML Engineer,137412,United States,United States
Mid/Intermediate level,Part-time,100,Large,Data Engineer,84677,Other,Other
Senior,Full-time,0,Medium,Data Scientist,262441,United States,United States
Senior,Full-time,100,Medium,Data Architect,300040,United States,United States
Senior,Full-time,0,Medium,Data Scientist,339642,United States,United States
Senior,Full-time,100,Medium,Data Engineer,282164,United States,United States
Senior,Full-time,100,Large,Data Engineer,230449,United States,United States
Senior,Full-time,0,Medium,Data Scientist,182884,United States,United States
Senior,Full-time,0,Medium,Data Scientist,94286,United States,United States
Senior,Full-time,0,Medium,Data Engineer,153079,United States,United States
Mid/Intermediate level,Full-time,0,Medium,Data Scientist,260299,United States,United States
Senior,Full-time,0,Medium,ML Engineer,175461,United States,United States
Mid/Intermediate level,Full-time,100,Medium,Data Engineer,141718,United States,United States
Senior,Full-time,0,Medium,ML Engineer,224320,United States,United States
Mid/Intermediate level,Full-time,0,Medium,Data Analyst,112475,United States,United States
Senior,Full-time,0,Medium,Data Scientist,108515,United States,United States
Mid/Intermediate level,Full-time,0,Medium,Data Analyst,112882,United States,United States
Senior,Full-time,100,Medium,DS/AI Executive,186653,United States,United States
Executive level,Full-time,100,Medium,Data Engineer,202455,United States,United States
Entry level,Full-time,100,Small,Data Analyst,32136,Other,United States
Senior,Full-time,100,Medium,Data Engineer,260299,United States,United States
Senior,Full-time,0,Medium,ML Engineer,144611,United States,United States
Mid/Intermediate level,Full-time,100,Large,Data Analyst,130728,United States,United States
Mid/Intermediate level,Full-time,100,Medium,Data Analyst,48621,United Kingdom,United Kingdom
Senior,Full-time,0,Medium,DS/AI Executive,60337,United Kingdom,United Kingdom
Senior,Full-time,0,Medium,Data Scientist,160678,United States,United States
Senior,Full-time,0,Medium,Data Analyst,151552,United States,United States
Senior,Full-time,0,Medium,Data Scientist,141718,United States,United States
Mid/Intermediate level,Full-time,0,Medium,Data Scientist,80923,United Kingdom,United Kingdom
Senior,Full-time,100,Medium,Data Analyst,136041,United States,United States
Senior,Full-time,0,Medium,Data Engineer,310431,United States,United States
Senior,Full-time,100,Medium,Data Scientist,196028,United States,United States
Senior,Full-time,100,Medium,Data Scientist,208239,United States,United States
Mid/Intermediate level,Full-time,100,Medium,Data Scientist,48796,Other,Other
Senior,Full-time,0,Medium,Data Scientist,53593,Spain,Spain
Entry level,Full-time,100,Large,ML Engineer,41168,United Kingdom,United Kingdom
Senior,Full-time,0,Medium,Data Engineer,94243,United States,United States
Senior,Full-time,0,Medium,Data Engineer,127257,United States,United States
Senior,Full-time,100,Medium,Data Analyst,139255,United States,United States
Entry level,Full-time,100,Large,Data Scientist,57438,Canada,Canada
Senior,Full-time,0,Medium,BI Analyst,113546,United States,United States
Senior,Full-time,0,Medium,Data Engineer,115688,United States,United States
Senior,Full-time,0,Medium,Data Engineer,173533,United States,United States
Mid/Intermediate level,Full-time,100,Large,Data Scientist,128707,United States,United States
Senior,Full-time,100,Small,Data Engineer,193802,Other,United States
Mid/Intermediate level,Full-time,100,Large,Data Engineer,242251,United States,United States
Senior,Full-time,100,Medium,Data Architect,167579,United States,United States
Senior,Full-time,100,Medium,Data Architect,246556,United States,United States
Senior,Full-time,100,Medium,Data Scientist,57844,United States,United States
Senior,Full-time,100,Medium,Data Engineer,267797,United States,United States
Entry level,Full-time,50,Small,Data Scientist,117831,United States,United States
Senior,Full-time,0,Medium,Data Scientist,134970,United States,United States
Senior,Full-time,100,Medium,Data Scientist,239475,United States,United States
Mid/Intermediate level,Full-time,0,Medium,Data Engineer,96407,United States,United States
Entry level,Full-time,100,Medium,Data Analyst,74983,United States,United States
Senior,Full-time,0,Medium,Data Analyst,192852,United States,United States
Entry level,Full-time,0,Small,AI Engineer,7394,Other,Other
Mid/Intermediate level,Full-time,50,Large,Data Engineer,86779,France,France
Entry level,Full-time,100,Large,Data Management,121472,Other,United States
Senior,Full-time,100,Medium,ML Engineer,231377,Other,Other
Senior,Full-time,0,Medium,Data Analyst,189729,United States,United States
Senior,Full-time,0,Medium,ML Engineer,107119,United States,United States
Entry level,Full-time,100,Medium,Data Scientist,121126,United States,United States
Senior,Full-time,100,Medium,Data Engineer,242946,United States,United States
Senior,Full-time,100,Medium,Data Engineer,112218,United States,United States
Senior,Full-time,0,Medium,Data Scientist,100898,United States,United States
Entry level,Full-time,0,Medium,Data Engineer,98335,United States,United States
Senior,Full-time,0,Large,Data Scientist,266476,United States,United States
Senior,Full-time,100,Medium,Data Scientist,224360,United States,United States
Senior,Full-time,100,Medium,DS/AI Executive,207978,United States,United States
Entry level,Full-time,100,Medium,Data Engineer,50555,United Kingdom,United Kingdom
Entry level,Full-time,50,Large,BI Analyst,55530,United States,United States
Senior,Full-time,0,Medium,Data Scientist,128543,United States,United States
Entry level,Full-time,100,Medium,Data Scientist,96901,United States,United States
Senior,Full-time,0,Medium,Data Analyst,79458,United States,United States
Senior,Full-time,100,Medium,Data Scientist,179317,United States,United States
Senior,Full-time,0,Medium,Data Analyst,180388,United States,United States
Senior,Full-time,100,Medium,Data Engineer,191207,United States,United States
Senior,Full-time,0,Large,Data Engineer,266083,United States,United States
Entry level,Full-time,0,Medium,AI Engineer,235662,United States,United States
Mid/Intermediate level,Full-time,100,Medium,Data Scientist,61626,France,France
Mid/Intermediate level,Full-time,100,Medium,Data Engineer,74178,United Kingdom,United Kingdom
Senior,Full-time,0,Medium,Data Engineer,117188,United States,United States
Mid/Intermediate level,Full-time,0,Medium,ML Engineer,157465,United States,United States
Senior,Full-time,0,Medium,AI/ML Researcher,107119,United States,United States
Senior,Full-time,0,Medium,Data Engineer,187788,United States,United States
Senior,Full-time,100,Large,Data Engineer,182102,United States,United States
Senior,Full-time,0,Medium,ML Engineer,131435,United States,United States
Mid/Intermediate level,Full-time,0,Medium,Data Analyst,50555,United Kingdom,United Kingdom
Senior,Full-time,100,Medium,Data Analyst,150453,United States,United States
Senior,Full-time,100,Small,AI Engineer,214238,United States,United States
Mid/Intermediate level,Full-time,0,Medium,Data Scientist,104764,Other,Other
Senior,Full-time,0,Medium,AI Engineer,198170,United States,United States
Entry level,Full-time,100,Medium,Data Scientist,34480,India,India
Senior,Full-time,0,Medium,Data Engineer,192622,United States,United States
Mid/Intermediate level,Full-time,0,Medium,Data Analyst,56645,United Kingdom,United Kingdom
Senior,Full-time,100,Large,Data Analyst,96157,Germany,Germany
Senior,Full-time,100,Large,Data Engineer,205462,United States,United States
Senior,Full-time,0,Medium,Data Engineer,221736,United States,United States
Senior,Full-time,50,Small,ML Engineer,73952,Other,Other
Senior,Full-time,100,Medium,Data Architect,122116,United States,United States
Senior,Full-time,100,Medium,ML Engineer,202241,United States,United States
Mid/Intermediate level,Full-time,100,Medium,Data Scientist,104709,United States,United States
Mid/Intermediate level,Full-time,50,Large,Data Engineer,91715,Other,Other
Senior,Full-time,100,Medium,AI Engineer,29070,Other,Brazil
Senior,Full-time,0,Large,DS/AI Executive,145350,United States,United States
Mid/Intermediate level,Full-time,0,Medium,Data Engineer,187458,United States,United States
Senior,Full-time,0,Medium,Data Engineer,217558,United States,United States
Senior,Full-time,0,Medium,DS/AI Executive,112689,United States,United States
Senior,Full-time,100,Medium,Data Scientist,198170,United States,United States
Mid/Intermediate level,Full-time,0,Medium,Data Analyst,84624,United States,United States
Senior,Full-time,0,Medium,Data Scientist,241982,United States,United States
Senior,Full-time,0,Medium,Data Engineer,149966,United States,United States
Senior,Full-time,0,Large,Data Scientist,66542,India,India
Senior,Full-time,0,Medium,ML Engineer,216758,United States,United States
Senior,Full-time,100,Medium,Data Scientist,128543,Canada,Canada
Executive level,Full-time,0,Medium,Data Management,185102,United States,United States
Mid/Intermediate level,Full-time,100,Medium,Data Engineer,101763,Spain,Spain
Senior,Full-time,0,Medium,ML Engineer,157572,United States,United States
Senior,Full-time,100,Medium,Data Scientist,171390,United States,United States
Senior,Full-time,100,Large,Data Architect,44759,India,India
Senior,Full-time,100,Medium,Data Analyst,69413,United States,United States
Senior,Full-time,100,Medium,Data Analyst,68556,United States,United States
Senior,Full-time,0,Medium,Data Analyst,118474,United States,United States
Senior,Full-time,100,Medium,Data Scientist,196564,United States,United States
Mid/Intermediate level,Full-time,0,Medium,Data Analyst,176746,United States,United States
Senior,Full-time,100,Large,Data Scientist,161964,United States,United States
Executive level,Full-time,0,Medium,DS/AI Executive,257568,United States,United States
Entry level,Full-time,0,Medium,Data Scientist,98335,United States,United States
Mid/Intermediate level,Full-time,0,Medium,ML Engineer,74516,United Kingdom,United Kingdom
Senior,Full-time,100,Medium,Data Engineer,137112,United States,United States
Senior,Full-time,100,Medium,Data Engineer,214949,Canada,Canada
Senior,Full-time,100,Medium,Data Engineer,114885,United States,United States
Senior,Full-time,0,Medium,AI Engineer,64271,Other,Other
Mid/Intermediate level,Full-time,100,Medium,Data Analyst,160678,United States,United States
Senior,Full-time,0,Medium,Data Engineer,164535,United States,United States
Mid/Intermediate level,Full-time,0,Medium,Data Engineer,139255,United States,United States
Mid/Intermediate level,Full-time,100,Large,Data Architect,218027,United States,United States
Mid/Intermediate level,Full-time,0,Medium,Data Analyst,139255,United States,United States
Executive level,Full-time,0,Medium,DS/AI Executive,166034,United States,United States
Senior,Full-time,100,Medium,Data Scientist,198984,United States,United States
Mid/Intermediate level,Full-time,0,Large,Data Analyst,130728,United States,United States
Mid/Intermediate level,Full-time,0,Medium,Data Scientist,107119,United States,United States
Senior,Full-time,100,Medium,Data Architect,76354,United States,United States
Mid/Intermediate level,Full-time,50,Large,ML Engineer,30139,Other,Other
Senior,Full-time,100,Medium,Data Scientist,117831,United States,United States
Senior,Full-time,0,Medium,ML Engineer,197849,United States,United States
Senior,Full-time,0,Medium,Data Engineer,227906,United States,United States
Senior,Full-time,0,Medium,Data Analyst,112689,United States,United States
Senior,Full-time,100,Medium,Data Scientist,123555,United States,United States
Senior,Full-time,0,Medium,Data Analyst,112475,United States,United States
Senior,Full-time,100,Medium,Data Analyst,87160,Canada,Canada
Mid/Intermediate level,Full-time,100,Medium,ML Engineer,155023,United States,United States
Entry level,Full-time,0,Medium,Data Scientist,107119,United States,United States
Executive level,Full-time,100,Medium,Data Engineer,216568,United States,United States
Senior,Full-time,100,Large,Data Scientist,190886,United States,United States
Senior,Full-time,100,Large,Data Engineer,178855,United States,United States
Senior,Full-time,100,Medium,Data Engineer,173319,United States,United States
Mid/Intermediate level,Full-time,50,Large,Data Scientist,139295,United States,United States
Entry level,Full-time,50,Large,Data Engineer,150395,United States,United States
Senior,Full-time,0,Medium,DS/AI Executive,180388,United States,United States
Senior,Full-time,0,Medium,AI Engineer,230306,United States,United States
Entry level,Full-time,0,Medium,AI Engineer,128543,United States,United States
Senior,Full-time,50,Large,ML Engineer,98602,France,France
Senior,Full-time,100,Medium,Data Analyst,130685,United States,United States
Mid/Intermediate level,Full-time,100,Medium,Data Analyst,107119,Canada,Canada
Mid/Intermediate level,Full-time,0,Medium,AI/ML Researcher,214238,United States,United States
Senior,Full-time,0,Medium,Data Scientist,138504,United States,United States
Senior,Full-time,100,Medium,ML Engineer,217986,United States,United States
Mid/Intermediate level,Full-time,100,Large,Data Analyst,96901,United States,United States
Mid/Intermediate level,Full-time,50,Large,Data Scientist,44212,Other,Other
Senior,Full-time,0,Medium,Data Management,241018,United States,United States
Senior,Full-time,100,Medium,Data Analyst,79825,United States,United States
Mid/Intermediate level,Full-time,0,Medium,Data Engineer,150395,United States,United States
Senior,Full-time,0,Medium,Data Scientist,97157,United States,United States
Entry level,Part-time,100,Small,AI Engineer,14535,Other,United States
Mid/Intermediate level,Full-time,0,Medium,Data Engineer,101763,United States,United States
Senior,Full-time,0,Medium,Data Scientist,130685,United States,United States
Entry level,Part-time,50,Medium,Data Analyst,12571,Spain,Spain
Entry level,Full-time,100,Large,Data Scientist,16230,Other,Other
Senior,Full-time,0,Medium,Data Engineer,73952,Other,Other
Mid/Intermediate level,Full-time,0,Medium,Data Analyst,110546,United States,United States
Mid/Intermediate level,Full-time,0,Medium,ML Engineer,159071,United States,United States
Senior,Full-time,0,Medium,Data Analyst,113010,United States,United States
Executive level,Full-time,100,Small,Data Engineer,135168,Canada,Canada
Entry level,Full-time,50,Medium,Data Scientist,26855,India,India
Senior,Freelancer,100,Small,AI Engineer,73548,Other,United States
Mid/Intermediate level,Full-time,50,Small,ML Engineer,93932,Other,Other
Mid/Intermediate level,Full-time,100,Medium,Data Analyst,57778,United Kingdom,United Kingdom
Senior,Full-time,0,Medium,Data Engineer,138827,United States,United States
Senior,Full-time,0,Medium,ML Engineer,42874,Other,Other
Senior,Full-time,100,Large,Data Scientist,202136,Other,Other
Senior,Full-time,0,Medium,ML Engineer,197099,United States,United States
Mid/Intermediate level,Full-time,50,Small,Data Scientist,77606,France,Other
Mid/Intermediate level,Full-time,50,Medium,Data Scientist,71457,France,France
Senior,Full-time,100,Small,Data Engineer,125253,United Kingdom,United Kingdom
Entry level,Full-time,100,Medium,ML Engineer,46275,Other,Australia
Senior,Full-time,0,Medium,Data Scientist,128543,Canada,Canada
Mid/Intermediate level,Full-time,0,Medium,Data Scientist,60669,United Kingdom,United Kingdom
Senior,Full-time,50,Medium,ML Engineer,100465,Other,Other
Senior,Full-time,100,Medium,Data Engineer,160518,United States,United States
Entry level,Full-time,50,Medium,Data Scientist,7061,India,India
Entry level,Full-time,0,Medium,Data Analyst,63628,United States,United States
Senior,Full-time,0,Large,ML Engineer,80456,India,India
Senior,Full-time,0,Medium,Data Engineer,277652,United States,United States
Senior,Full-time,100,Medium,Data Analyst,60692,Other,Other
Senior,Full-time,100,Medium,Data Architect,260299,United States,United States
Mid/Intermediate level,Full-time,100,Medium,ML Engineer,160678,United States,United States
Mid/Intermediate level,Full-time,100,Large,ML Engineer,56577,Other,Other
Senior,Full-time,0,Medium,Data Scientist,167534,United States,United States
Entry level,Part-time,100,Medium,Data Scientist,127257,Other,France
